X1,X2,X3,X4
0.641699567638104,-0.495576713324134,-0.810983930923501,0.0665077940986345
1.77799186208007,-0.465598851473997,-0.711982392325018,0.18547546610267
-1.33384297166681,-0.378960072322944,0.892717648473729,-0.347907929885272
-0.292528743648007,-0.203745719080603,-0.385051958462282,-0.544292458995527
0.832773960021682,-0.404744719785472,0.102023767404847,-0.308634541512333
1.87255293255828,-0.35310537375869,1.02563841044735,0.383268347559918
-0.635243111469963,-0.332566198279442,1.07176828239711,0.409186756531242
0.5206503997107,-0.0453007744050324,0.505945886550347,-0.67431389248255
-1.27018210905307,-0.499815550762229,-0.3830415653904,0.0135812089951729
-0.442974889522167,-0.45027772670003,-0.0787678483275207,0.222984917202867
-0.386205126380915,-0.468373115804707,0.54557595498568,-0.177839489977039
-1.32489608220846,-0.486307583359594,1.12767445022547,-0.117014600116423
-1.18107027637229,-0.487427770647141,0.0645545757073371,-0.112125953074474
0.140298925746962,-0.430591845885537,1.01037959727468,0.263454273289433
0.150467741441897,-0.356245505775749,-0.166011873166965,0.379149698963682
-1.10031258259665,-0.260384231188622,-0.163691336059713,0.489505637159959
0.988010754708071,-0.372073868896912,0.283607062421861,-0.357667626579605
-2.23014235230898,-0.483381323740572,0.0830428240012034,0.128913444835782
-1.78663180117508,-0.284479704151612,-1.70914378515105,0.46424163519485
-0.60629414578409,-0.499924776068196,-0.0152889786404224,-0.00867317311045364
0.538355307869885,-0.447092415130728,-0.612803195249286,0.230016488255237
-1.52353186757555,-0.339706953189536,-0.166248910847202,-0.400366140939095
-0.609148577234875,-0.497188734182561,2.09131834214895,-0.0530213713274131
0.382671715397669,-0.482246373641437,-0.0748067374460271,0.133242734730879
1.9308610506904,-0.496980563469457,1.02365294318051,0.0549493997286884
0.547663890125539,-0.495409311985241,-1.70361482114053,0.0677546161878246
1.37080859752804,-0.472341912726204,0.00842989231987349,0.166307207522091
-0.0632794057092243,-0.489416924517434,0.274701043403863,-0.102874075852794
-1.02057440449218,-0.442862856704125,-0.0739169918944625,0.239033770199684
1.69365490576965,-0.222144993425928,1.27471736675808,-0.527119537272213
-0.510702053065543,-0.324347601152843,-0.721228397272905,0.419109053644939
-0.855796005478464,-0.491475744828478,0.44615627523215,0.0923268930026484
-0.897787003926334,-0.491937290801847,-1.02675299654064,-0.089792589884428
-0.903776871022413,-0.492133913298073,-0.706755709044376,-0.0886909617826245
-0.303088179335907,-0.412934294519968,-0.304324892858938,-0.295068984273224
0.928547221428145,-0.498735593267383,0.0960677255917063,0.0355584973335115
-0.334694412979959,-0.464581091304209,2.18579749157952,-0.188199119806102
-1.65286904216886,-0.293891490511268,-1.07659678380774,0.453991750463301
