"","ux","uy"
"1",0.174448031651427,-0.469567884252943
"2",-0.0450445955722573,-0.497970984409732
"3",-0.127001792776544,-0.483870544631544
"4",0.0900904544967427,-0.49188371000857
"5",-0.370155302681474,-0.362985051896786
"6",-0.42625899722914,-0.318303267281208
"7",0.333884077602204,-0.388521422723726
"8",-0.283813721080673,-0.419449771726342
"9",0.350602891969212,-0.377077612142825
"10",0.331052952302218,-0.390403942771985
"11",-0.069345360456702,-0.49519122098313
"12",-0.327393378466457,-0.392813575736319
"13",-0.360029094147621,-0.370379051367244
"14",-0.595315289052754,-0.145599706620037
"15",0.251078242179887,-0.436959716303858
"16",-0.578113758323244,-0.165784482437374
"17",-0.154924854171109,-0.47599828956006
"18",-0.254401503379752,-0.435279875078122
"19",0.321765510216235,-0.396466956435286
"20",-0.0843823897938585,-0.492879612292677
"21",-0.309507236140753,-0.404205270776512
"22",0.354536338107848,-0.374303984961078
"23",-0.855277946941536,0.23150036652453
"24",0.62280578079299,-0.112112959410834
"25",-0.498508369196085,-0.25148940584146
"26",0.19836340778225,-0.460651958453013
"27",0.495680948705814,-0.254300397090105
"28",-0.228999847763484,-0.447559069724301
"29",0.101256644392266,-0.489747091966418
"30",-0.111895829829871,-0.487479323266685
"31",-0.153589049589486,-0.476410403846198
"32",-0.307810829643691,-0.405252493154063
"33",-0.433416480111832,-0.31215015476747
"34",0.0724511937666365,-0.494750824521789
"35",0.0318074344588791,-0.498988287113144
"36",-0.67104885490778,-0.0496934343269574
"37",-0.0686001120511203,-0.495294024626574
"38",0.570662722905746,-0.1743440566858
"39",-0.651921050163231,-0.0749989443540701
"40",0.295189115022708,-0.41286338637211
"41",0.412747172768353,-0.329639771371732
"42",-0.0763915217417413,-0.494164335405981
"43",0.450358965659281,-0.297176802050302
"44",-0.249201653176162,-0.437898536054268
"45",0.0629298100870397,-0.496039839002409
"46",0.211646355840203,-0.455205820059562
"47",0.318976845802947,-0.398253771841603
"48",0.302263481346534,-0.408636787844273
"49",0.278258373085279,-0.422572277807934
"50",-0.118561736110986,-0.485943114730349
"51",-0.597377157928345,-0.143140531185453
"52",-0.350580193930255,-0.377093527623824
"53",0.29102383524053,-0.415305127321893
"54",0.0856321373570089,-0.49266713705167
"55",0.0254599617136502,-0.499351790349539
"56",0.299738852478474,-0.410156620314888
"57",0.346435514762926,-0.379982434110947
"58",0.121876460998966,-0.485146128254367
"59",0.182717804716991,-0.466614203839403
"60",0.00631220246969674,-0.499960156099982
"61",-0.23715183015277,-0.443759009455192
"62",0.0982948901558369,-0.490338114569252
"63",0.188944002621348,-0.464300163873424
"64",0.485734190470346,-0.264062296208117
"65",0.0174648611072393,-0.499694978626505
"66",-0.490950486452036,-0.25896761985251
"67",0.548666997407284,-0.198964525956075
"68",0.631847283457388,-0.100769010387519
"69",0.449274388151015,-0.298152524151531
"70",-0.286007797638427,-0.418199539690017
"71",-0.236416750797255,-0.444107119942468
"72",0.00307202562682768,-0.499990562658548
"73",0.182521089527388,-0.466686051877735
"74",-0.404006061345688,-0.336779102395944
"75",-0.222537305759119,-0.450477147545472
"76",0.197881442221453,-0.460842934824358
"77",0.403409875806502,-0.337260472101783
"78",-0.553242016170434,-0.193923271543673
"79",-0.171957404690687,-0.470430650972043
"80",-0.0283745003758814,-0.499194887728419
"81",-0.0502340920160039,-0.497476535999328
"82",0.101389088206214,-0.489720252792712
"83",0.0789771941462587,-0.493762602804784
"84",-0.358555604960658,-0.371437878151296
"85",-0.236218678358627,-0.444200735994504
"86",0.0864002712073591,-0.492534993135295
"87",0.354345032646125,-0.374439597839016
"88",-0.0531558780415498,-0.497174452629632
"89",-0.157051889402089,-0.475334704035234
"90",0.122070880741762,-0.485098700074931
"91",0.131732990594121,-0.482646419189129
"92",0.0514823261207052,-0.497349570097201
"93",-0.202133740480479,-0.45914195095937
"94",-0.327975163747983,-0.392432291964484
"95",0.661758843848673,-0.0620752325880681
"96",-0.0231122382879784,-0.49946582444132
"97",-0.0829672378319254,-0.493116437446541
"98",0.47946007931564,-0.27011803234264
"99",-0.0385381144591974,-0.49851481373393
"100",0.0596955939270927,-0.496436436065692
"101",-0.318906638321217,-0.39829855603466
"102",-0.111885033403356,-0.48748173930033
"103",0.319145037589552,-0.398146444981963
"104",-0.116738413875553,-0.48637214272582
"105",-0.303014158380491,-0.408182419820963
"106",0.228024524408291,-0.448004816268373
"107",0.323170714901818,-0.395560689029848
"108",0.273542589711655,-0.425174451613841
"109",-0.315383399155286,-0.400533311537257
"110",-0.220670649592726,-0.451304464408324
"111",-0.0130518987299898,-0.499829647939542
"112",-0.226739870866793,-0.44858903095931
"113",-0.0215467823749567,-0.499535736169286
"114",0.846348136994571,0.21630516899418
"115",-0.196603564640083,-0.461347038370813
"116",0.210831805111789,-0.455549949953305
"117",-0.259721397736486,-0.432544795557806
"118",-0.81295920255456,0.160902665018146
"119",0.102708857352866,-0.489450890621269
"120",-0.131904721204842,-0.482601144523873
"121",0.454870003320742,-0.293093280078988
"122",-0.0844163493258294,-0.4928738799665
"123",-0.657954717664206,-0.0670955895034145
"124",0.0610632118755835,-0.496271284155438
"125",-0.117932262204219,-0.486091981531395
"126",-0.306282168702392,-0.40619123313496
"127",0.00808331539857973,-0.499934660012167
"128",0.55141332062954,-0.195943349832305
"129",-0.184582155693397,-0.465929427799579
"130",-0.481970529590665,-0.267704408606094
"131",0.262470374643298,-0.431109302434607
"132",0.493009170725762,-0.256941957580296
"133",-0.339193446111351,-0.384947806115106
"134",0.211783163538577,-0.455147891641593
"135",-0.0619212562582431,-0.496165758023401
"136",-0.34230301788073,-0.382828643949744
"137",-0.198168059680988,-0.460729420122273
"138",0.0178979211104691,-0.499679664419923
"139",0.769848037590848,0.0926660009824793
"140",-0.114005161949345,-0.487002823048904
"141",-0.0012582789372598,-0.499998416734116
"142",-0.0500758833176567,-0.497492405909956
"143",0.0179384493904315,-0.499678212033467
"144",-0.128789080565851,-0.483413372727003
"145",-0.0639174462334175,-0.495914560066998
"146",-0.299664993632282,-0.410200891591365
"147",-0.152010380944878,-0.476892844084993
"148",0.144082605537321,-0.479240202781577
"149",-0.14791724983851,-0.478120487200212
"150",-0.221873052189402,-0.450772348712159
"151",0.85864855528723,0.237277341496847
"152",0.666279668048781,-0.056071403944806
"153",-0.600062917207625,-0.139924495392275
"154",0.116794784200265,-0.486358978383613
"155",0.06808391053883,-0.495364581125741
"156",-0.291394535469307,-0.415089224698627
"157",0.542490716426591,-0.205703822590964
"158",-0.469016907225426,-0.280023140736696
"159",0.236925742550305,-0.443866192516987
"160",-0.204016358928934,-0.458377325289381
"161",0.514606129167215,-0.235180531823535
"162",-0.282623277789401,-0.420124082851575
"163",0.450572189023962,-0.296984702478155
"164",0.252211837805994,-0.436389188870523
"165",-0.285646484144388,-0.41840608609595
"166",-0.135716144201913,-0.481581128202966
"167",0.208298785751877,-0.456611615854294
"168",-0.0176253214202079,-0.499689348044834
"169",-0.134879263713441,-0.48180758422012
"170",0.708012434019968,0.00128160672687949
"171",-0.0859692825380659,-0.49260928245989
"172",-0.525110120656832,-0.224259361183767
"173",0.126777346525684,-0.483927504407907
"174",-0.037351516379045,-0.498604864224186
"175",0.371608125371037,-0.361907401158224
"176",-0.221452255509979,-0.450958898529543
"177",-0.167619700232339,-0.471903636094021
"178",0.404896295029492,-0.336058990271391
"179",-0.71081357815591,0.00525594289080822
"180",-0.135270215448931,-0.4817019688124
"181",0.124050371653506,-0.484611505292627
"182",-0.169006659105855,-0.471436749177877
"183",-0.211563271400372,-0.455240982194372
"184",0.365815161180684,-0.36617926785035
"185",0.264417496601911,-0.430083387490778
"186",-0.221177704240914,-0.451080423146719
"187",0.228996888082834,-0.447560425248378
"188",0.248915430779735,-0.438041108319739
"189",0.670273073936918,-0.0507340063551546
"190",0.0261501533087078,-0.499316169481931
"191",0.154301993219529,-0.476190894888481
"192",0.373098077944267,-0.360797824234294
"193",0.16018915508622,-0.474339434592763
"194",0.0116645658200761,-0.499863937904229
"195",0.264626999966868,-0.429972550888535
"196",-0.374205857336279,-0.359969976335221
"197",-0.567258656205576,-0.178217616959844
"198",0.171219944583225,-0.470683730576917
"199",0.532250522498873,-0.216709381299677
"200",0.296669415322321,-0.411987258012312
"201",0.387527493179401,-0.34982244203009
"202",0.138429298773599,-0.48083732924105
"203",0.600428975976897,-0.139485044807335
"204",0.073629396465361,-0.494578711976147
"205",-0.344811173796581,-0.381105254425024
"206",-0.193709899349165,-0.462476474894136
"207",-0.225527250588139,-0.449137459242155
"208",-0.221380028003711,-0.450990883201076
"209",0.046853264584078,-0.497804771597814
"210",0.135016879878798,-0.481770442147794
"211",0.630939317280439,-0.101915577909694
"212",0.97631104238705,0.453183251486889
"213",-0.420160510996599,-0.323465144999077
"214",-0.245360114075449,-0.439798414420883
"215",-0.393397060511819,-0.34523875278066
"216",0.242293056017324,-0.441294075005786
"217",-0.05855578109761,-0.496571220500049
"218",0.00376196029453741,-0.499985847654742
"219",-0.0273308220877468,-0.499253026164008
"220",-0.138008383290508,-0.48095368614154
"221",0.198380830111221,-0.460645046244383
"222",-0.336826282967928,-0.38654805510201
"223",0.498355436499196,-0.251641858911696
"224",-0.294012387398147,-0.413556716056442
"225",-0.0542362176502995,-0.497058432694989
"226",-0.176093314520632,-0.468991144581138
"227",-0.256097835839201,-0.434413898478478
"228",0.151802604148076,-0.476955969373863
"229",-0.0505976277419876,-0.497439880066883
"230",-0.470932615461891,-0.278222471694222
"231",-0.268525996084714,-0.427893789426712
"232",0.765215625176109,0.0855549530136637
"233",0.194751407408036,-0.462071889312589
"234",-0.412880714134717,-0.329529515895606
"235",0.152260270330276,-0.476816810078951
"236",0.149269905772488,-0.477718495230673
"237",-0.0919005626856505,-0.491554286578061
"238",-0.138379417289031,-0.480851136870748
"239",0.19264679554796,-0.462887212165103
"240",0.0371932400748575,-0.498616662892734
"241",0.299742754747363,-0.410154280976462
"242",-0.0839079063710683,-0.492959463248424
"243",-0.523670597299026,-0.225769105524481
"244",0.65829625697297,-0.0666460380553779
"245",-0.108438518322125,-0.488241087744102
"246",-0.320668096443034,-0.397171971923601
"247",0.260665328495564,-0.4320535865203
"248",0.232097871007844,-0.446130578273626
"249",0.0748155462966596,-0.494402634032332
"250",-0.166390568410078,-0.472314178744171
"251",0.242793016857317,-0.441051550965322
"252",0.33343857996734,-0.388818713389364
"253",-0.349673161517821,-0.377728680114132
"254",-0.120685969024309,-0.485434896880663
"255",-0.194073864136472,-0.462335335259138
"256",0.165970232580541,-0.472453881897161
"257",0.349817639582298,-0.37762761903707
"258",-0.257259883315374,-0.43381735243656
"259",0.506316552385158,-0.243643548780808
"260",0.20681705345527,-0.45722670640008
"261",-0.0621893126751189,-0.496132489388996
"262",0.0959531891333999,-0.49079298549513
"263",0.326789612710474,-0.393208549024538
"264",0.269972178687742,-0.427115022734594
"265",0.223299061921275,-0.450137528945079
"266",-0.190343490229563,-0.463769355727228
"267",0.422506360681953,-0.321488375183291
"268",0.0371839280901698,-0.498617355491785
"269",0.271824962928394,-0.426111189528977
"270",-0.1063585994636,-0.488687848320141
"271",0.475213453908381,-0.274172173224467
"272",-0.0284154039686527,-0.499192564817298
"273",-0.283547605521191,-0.419600755403199
"274",0.0690868022886716,-0.495227013749526
"275",0.40354395338804,-0.337152277683951
"276",0.501939801936325,-0.248056435232123
"277",0.17630247121915,-0.468917438642021
"278",-0.220607397449444,-0.451332376190583
"279",-0.0491688682091117,-0.497582422399035
"280",0.0135911902749282,-0.499815279546911
"281",0.0813889054935031,-0.49337584606257
"282",0.190328299072339,-0.46377513857223
"283",-0.0195395791314208,-0.499618204847367
"284",-0.0976960519726179,-0.490455481428964
"285",-0.139639550866719,-0.480500795833741
"286",-0.0570244414120027,-0.496748213081649
"287",-0.34511685785494,-0.380894354424333
"288",0.122291869357208,-0.48504469868912
"289",-0.0501717584077661,-0.497482794658273
"290",-0.400622287867702,-0.339501782463648
"291",-0.300051530933855,-0.40996907878425
